Zielobjekt,Gefährdung,Eintrittshäufigkeit ohne zusätzliche Maßnahmen,Auswirkung ohne zusätzliche Maßnahmen,Risiko ohne zusätzliche Maßnahmen,Risikobehandlungs-option,Erläuterung zur Risikobehandlung,Eintrittshäufigkeit mit zusätzlichen Maßnahmen,Auswirkung mit zusätzlichen Maßnahmen,Risiko mit zusätzlichen Maßnahmen
I002,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I002,G 0.41 Sabotage,mittel,existenzbedrohend,hoch,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,existenzbedrohend,mittel
I002,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I002,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I002,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I002,G 0.46 Integritätsverlust schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I003,G 0.5 Naturkatastrophen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.6 Katastrophen im Umfeld,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.8 Ausfall oder Störung der Stromversorgung,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Stromversorgung geschaffen werden.,selten,existenzbedrohend,mittel
I003,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,existenzbedrohend,mittel
I003,G 0.11 Ausfall oder Störung von Dienstleistern,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.14 Ausspähen von Informationen (Spionage),selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.15 Abhören,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.19 Offenlegung schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.21 Manipulation von Hard- oder Software,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.22 Manipulation von Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.23 Unbefugtes Eindringen in IT-Systeme,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.25 Ausfall von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,beträchtlich,mittel
I003,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,beträchtlich,mittel
I003,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.28 Software-Schwachstellen oder -Fehler,mittel,beträchtlich,mittel,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,beträchtlich,mittel
I003,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I003,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein Vier-Augen-Prinzip angewendet werden.,selten,beträchtlich,mittel
I003,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I003,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I003,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.39 Schadprogramme,mittel,beträchtlich,mittel,Risikoreduktion,Die Mitarbeiter der Produktion sollen intensiver über mögliche Schadprogramme und deren Auswirkungen geschult werden.,selten,beträchtlich,mittel
I003,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.41 Sabotage,mittel,beträchtlich,mittel,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,beträchtlich,mittel
I003,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
I003,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
I003,G 0.46 Integritätsverlust schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.21 Manipulation von Hard- oder Software,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.22 Manipulation von Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.25 Ausfall von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.28 Software-Schwachstellen oder -Fehler,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.32 Missbrauch von Berechtigungen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.38 Missbrauch personenbezogener Daten,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.39 Schadprogramme,häufig,begrenzt,mittel,Risikoreduktion,Es soll Appliaction Whitelisting eingesetzt sowie eine Angriffserkennung eingerichtet werden.,mittel,begrenzt,gering
A012,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A012,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A012,G 0.46 Integritätsverlust schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
A013,G 0.14 Ausspähen von Informationen (Spionage),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.18 Fehlplanung oder fehlende Anpassung,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.19 Offenlegung schützenswerter Informationen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.25 Ausfall von Geräten oder Systemen,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A013,G 0.39 Schadprogramme,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.14 Ausspähen von Informationen (Spionage),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.18 Fehlplanung oder fehlende Anpassung,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.19 Offenlegung schützenswerter Informationen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.25 Ausfall von Geräten oder Systemen,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A014,G 0.39 Schadprogramme,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A015,G 0.14 Ausspähen von Informationen (Spionage),selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.18 Fehlplanung oder fehlende Anpassung,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
A015,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
A015,G 0.24 Zerstörung von Geräten oder Datenträgern,selten,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
A015,G 0.25 Ausfall von Geräten oder Systemen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.27 Ressourcenmangel,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.39 Schadprogramme,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
A015,G 0.40 Verhinderung von Diensten (Denial of Service),mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.41 Sabotage,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A015,G 0.46 Integritätsverlust schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.14 Ausspähen von Informationen (Spionage),selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.15 Abhören,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.19 Offenlegung schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.21 Manipulation von Hard- oder Software,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.22 Manipulation von Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.23 Unbefugtes Eindringen in IT-Systeme,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.25 Ausfall von Geräten oder Systemen,mittel,existenzbedrohend,hoch,Risikoreduktion,Die Wartungen der Systeme soll regelmäßiger stattfinden.,selten,existenzbedrohend,mittel
A016,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A016,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein Vier-Augen-Prinzip angewendet werden.,selten,beträchtlich,mittel
A016,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A016,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A016,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.39 Schadprogramme,mittel,beträchtlich,mittel,Risikoreduktion,Die Mitarbeiter der Produktion sollen intensiver über mögliche Schadprogramme und deren Auswirkungen geschult werden.,selten,beträchtlich,mittel
A016,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A016,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A016,G 0.46 Integritätsverlust schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A018,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.21 Manipulation von Hard- oder Software,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.22 Manipulation von Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.25 Ausfall von Geräten oder Systemen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.27 Ressourcenmangel,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.28 Software-Schwachstellen oder -Fehler,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
A018,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
A018,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
